hostname,interface,description
SPC00E67CIBE002,Bundle-Ether102.149,PID1-1BA2W58_HTECH CORPORATION_METRO E-LINE_50M
SPC00E67CIBE002,Bundle-Ether102.150,PID1-1APJ56E_CORPORATE TECHNOLOGIES INCORPORATED_METRO E-LINE_500M
SPC00E67CIBE002,Bundle-Ether102.151,PID1-16SPB6D_CORPORATE TECHNOLOGIES INCORPORATED_METRO E-LINE_800M
SPC00E67CIBE002,Bundle-Ether102.152,"ECSA-GA_PID1-ZQI19Q_SPRINTLINK INTERNATIONAL PHILIPPINES, INC._BILATERAL IPVPN_1000M"
SPC00E67CIBE002,Bundle-Ether102.153,"PID1-165LTKK_CONCENTRIX CVG PHILIPPINES, INC._METRO E-LINE_200M"
SPC00E67CIBE002,Bundle-Ether102.154,"PID1-182OH60_CONCENTRIX CVG PHILIPPINES, INC._METRO ELINE_200M"
SPC00E67CIBE002,Bundle-Ether102.155,PID1-19FIXOG_HTECH CORPORATION_METRO E-LINE_100M
SPC00E67CIBE002,Bundle-Ether102.156,PID1-145RDCT_SINGAPORE_TELECOMMUNICATIONS_LTD_MET-E_100M
SPC00E67CIBE002,Bundle-Ether102.158,GOLDENRIVER VILLE INC.-CLARK_PID1-1C3OPR9_ELINE_30M
SPC00E67CIBE002,Bundle-Ether102.159,PID1-1B9NHHL_SHIDAIKEJI TECHNOLOGY CORPORATION-CLARK_METRO E-LINE_500M
SPC00E67CIBE002,Bundle-Ether102.160,"PID1-16OKD1X_EASTERN TELECOMMUNICATIONS PHILIPPINES, INC.-CLARK_METRO ELINE_1000M"
SPC00E67CIBE002,Bundle-Ether102.161,PLDT US LTD._PID1-1C8WFP4_ELINE_500M
SPC00E67CIBE002,Bundle-Ether102.163,"PCI21-022019-99253_PLANET CABLE, INC._PID104376886_METRO E-LINE_8500M"
SPC00E67CIBE002,Bundle-Ether102.165,PID1-1B3RRGR_QUEZON CATV INC_METRO E-LINE_10000M
SPC00E67CIBE002,Bundle-Ether102.166,PID1-18QL4LS_PLDT US LTD._METRO E-LINE_20M
SPC00E67CIBE002,Bundle-Ether102.167,PID1-13DIT5W_PLDT US LTD._METRO ELINE_100M
SPC00E67CIBE002,Bundle-Ether102.168,PID1-1725IJJ_PLDT US LTD._METRO E-LINE_6M
SPC00E67CIBE002,Bundle-Ether102.169,PID1-166237K_PLDT US LTD._LOCAL ACCESS ETHERNT_50M
SPC00E67CIBE002,Bundle-Ether102.170,PID1-190C11D_PLDT US LTD._LOCAL ACCESS ETHERNT_50M
SPC00E67CIBE002,Bundle-Ether102.171,PID1-1AD866K_PLDT US LTD._METRO E-LINE_40M
SPC00E67CIBE002,Bundle-Ether102.172,PID1-1857SCQ_PLDT US LTD_LOCAL ACCESS ETHERNT_150M
SPC00E67CIBE002,Bundle-Ether102.173,PID1-180B6BE_PLDT US LTD._METRO E-LINE_50M
SPC00E67CIBE002,Bundle-Ether102.174,PID1-191C42E_PLDT US LTD._METRO E-LINE_50M
SPC00E67CIBE002,Bundle-Ether102.175,PID1-18O1CXF_PLDT US LTD._METRO E-LINE_100M
SPC00E67CIBE002,Bundle-Ether102.176,PID1-18KVWXT_PLDT US LTD._METRO E-LINE_30M
SPC00E67CIBE002,Bundle-Ether102.177,PID1-196YDZ0_PLDT US LTD._METRO E-LINE_50M
SPC00E67CIBE002,Bundle-Ether102.178,PID1-1BPXTAR/SIDSTSL-02-112020-24157_SYNIVERSE TECHNOLOGIES SOLUTIONS LIMITED - PHILIPPINES BRANCH OFFICE_METRO E-LINE_2M
SPC00E67CIBE002,Bundle-Ether102.179,PID1-18ZSKI1_MAXI PEAK PROPERTY DEVELOPMENT AND MANAGEMENT CORPORATION_ISDN-PRI E1
SPC00E67CIBE002,Bundle-Ether102.180,PID1-18QV548_WISTRON INFOCOMM (ACER INFORMATION PRODUCTS)_ISDN-PRI E1
SPC00E67CIBE002,Bundle-Ether102.181,"PID1-YCXBFW_YKK Philippines, Inc._METRO ELINE_4M"
SPC00E67CIBE002,Bundle-Ether102.182,ECSA-GA_PID1-ZU8ZSG_TATA_TATA ETH_50M
SPC00E67CIBE002,Bundle-Ether102.184,"PID1-18IDONV_SIDMHI116-062019-27732_MPCALA HOLDINGS, INC._10M"
SPC00E67CIBE002,Bundle-Ether102.187,PID115874_CTSI CALACA_ISDN-PRI E1
SPC00E67CIBE002,Bundle-Ether102.801,I_CELA_SPC00E67CIBE002_OLT_TEST_CONS
SPC00E67CIBE002,Bundle-Ether102.1342,PLDT HK LTD._PID1-1BH8SBC_MANAGED E/IPLC_500M
SPC00E67CIBE002,Bundle-Ether102.2000,PID1-19AEP5W_FELIX Y. MANALO FOUNDATION INC._ISDN-PRI E1
SPC00E67CIBE002,Bundle-Ether102.2002,PID1-11IUV69_BANK OF THE PHILIPPINE ISLANDS_METRO ELINE_200M
SPC00E67CIBE002,Bundle-Ether102.2003,"1-18WFNKU_CONCENTRIX CVG PHILIPPINES, INC._METRO E-LINE_300M"
SPC00E67CIBE002,Bundle-Ether102.2004,1-17KZTU1_GENPACT SERVICES LLC PHILIPPINE_METRO E-LINE_300M
SPC00E67CIBE002,Bundle-Ether102.2006,PID1-13Y6AVM_MALAYAN COLLEGES INC._MET-E_150M
SPC00E67CIBE002,Bundle-Ether102.2008,1-183Z4JB_PROVINCIAL GOVERNMENT OF CAVITE_METRO E-LINE_1500M
SPC00E67CIBE002,Bundle-Ether102.2009,PID1-1ADFG96_ePLDT
SPC00E67CIBE002,Bundle-Ether102.2010,"PID1-17QRON3_ePLDT, Inc._METRO ELINE_10M"
SPC00E67CIBE002,Bundle-Ether102.2011,PID1-1AFUT36_INFINIVAN INC._METRO E-LINE_10000M
SPC00E67CIBE002,Bundle-Ether102.2013,PID1-19TCUEH_KANTAR PHL INC._ISDN-PRI E1
SPC00E67CIBE002,Bundle-Ether102.2014,PID1-1AS6728_HINDUJAGLOBALSOLUTIONSLIMITED_METROE-LINE_200M
SPC00E67CIBE002,Bundle-Ether102.2016,PID1-1A9T7XZ_ePLDT
SPC00E67CIBE002,Bundle-Ether102.2017,PID1-1ARP4RV_ePLDT
SPC00E67CIBE002,Bundle-Ether102.2018,PID1-19EKLLN_ePLDT
SPC00E67CIBE002,Bundle-Ether102.2019,PID1-1C113QP_ePLDT
SPC00E67CIBE002,Bundle-Ether102.2020,PID1-16D82SW_AT&T CORPORATION_METRO E-LINE_2M
SPC00E67CIBE002,Bundle-Ether102.2023,1-1BWQJW6_RESPONSIBLEINTERNETSUSTAINABILIT_METRO E-LINE_200M
SPC00E67CIBE002,Bundle-Ether102.2024,PID1-17VUXH6_TPLEX OAM CORPORATION_METRO E-LINE_100M
SPC00E67CIBE002,Bundle-Ether102.2025,PID1-17VUXH6_TPLEX OAM CORPORATION_METRO E-LINE_100M
SPC00E67CIBE002,Bundle-Ether102.2026,PID1-19J1USR_STERLING GLOBAL CALL CENTER_METRO E-LINE_50M
SPC00E67CIBE002,Bundle-Ether102.2028,PID1-18FPHPR_TRUE MONEY PHILIPPINES INC._METRO E-LINE_20M
SPC00E67CIBE002,Bundle-Ether30000.950,BCN00550CICU001 FTTH DHCP Public IP
SPC00E67CIBE002,Bundle-Ether30000.951,MLLN0037CICU001 FTTH DHCP Public IP_1
SPC00E67CIBE002,Bundle-Ether30000.952,CABN5695CICU001_FNAT_952
SPC00E67CIBE002,Bundle-Ether30000.954,BLAPXBLACICU001 OLT FTTH DHCP Public IP
SPC00E67CIBE002,Bundle-Ether30000.955,MCT03903CICU001 FTTH FNAT
SPC00E67CIBE002,Bundle-Ether30000.956,OLGPXOLGCICU001_OLPHUOL001_FTTH_DHCP_Public_IP_1
SPC00E67CIBE002,Bundle-Ether30000.957,SUB00527CICU001_OLT_FTTH_DHCP_Public_IP
SPC00E67CIBE002,Bundle-Ether30000.1201,BCNHUOL001 FTTH DHCP
SPC00E67CIBE002,Bundle-Ether30000.1202,HGYHUOL001 FTTH DHCP
SPC00E67CIBE002,Bundle-Ether30000.1203,CABN5695CICU001_SRNHUOL001_CONS
SPC00E67CIBE002,Bundle-Ether30000.1204,CABN5695CICU001_TVRHUOL001_CONS
SPC00E67CIBE002,Bundle-Ether30000.1205,BLAPXBLACICU001 BGCHUOL001 FTTH DHCP
SPC00E67CIBE002,Bundle-Ether30000.1206,BLAPXBLACICU001 ORIHUOL001 FTTH DHCP
SPC00E67CIBE002,Bundle-Ether30000.1207,CABN5695CICU001_MNXFEOL001_CONS
SPC00E67CIBE002,Bundle-Ether30000.1208,DAUHUOL001 FTTH DHCP
SPC00E67CIBE002,Bundle-Ether30000.1209,OLGPXOLGCICU001_OLPHUOL001_FTTH_DHCP_
SPC00E67CIBE002,Bundle-Ether30000.1210,OLGPXOLGCICU001_OLPFEOL001_FTTH_DHCP
SPC00E67CIBE002,Bundle-Ether30000.1211,SUB00527CICU001_SUBFEOL001_FTTH_DHCP
SPC00E67CIBE002,Bundle-Ether30005.951,OLGPXOLGCICU001 FTTH DHCP Public IP
SPC00E67CIBE002,Bundle-Ether30005.952,BLAPXBLACICU001_OLT_FTTH DHCP Public IP
SPC00E67CIBE002,Bundle-Ether30005.953,SUB00527CICU001_OLT_FNAT
SPC00E67CIBE002,Bundle-Ether30005.954,CABN5695CICU001_FNAT
SPC00E67CIBE002,Bundle-Ether30005.955,MLLN0037CICU001 FTTH DHCP Public IP
SPC00E67CIBE002,Bundle-Ether30005.1201,SBCHUOL001 FTTH DHCP
SPC00E67CIBE002,Bundle-Ether30005.1202,OLPHUOL002 FTTH DHCP
SPC00E67CIBE002,Bundle-Ether30005.1203,BLAPXBLACICU001_MRGHUOL001_FTTH DHCP
SPC00E67CIBE002,Bundle-Ether30005.1204,BLAPXBLACICU001_BLAHUOL001_FTTH DHCP
SPC00E67CIBE002,Bundle-Ether30005.1205,SUB00527CICU001_SUBFEOL002_CONS
SPC00E67CIBE002,Bundle-Ether30005.1206,ALGHUOL001_CONS
SPC00E67CIBE002,Bundle-Ether30005.1207,MLLHUOL001 FTTH DHCP
SPC00E67CIBE002,Bundle-Ether30005.1208,CABN5695CICU001_CABHUOL001_CONS
SPC00E67CIBE002,Bundle-Ether40000.102,DEPARTMENT OF INFORMATION AND COMMUNICATIONS TECHNOLOGY-BULACAN_PID1-1AG3HTQ_I-GATE LITE_10M
SPC00E67CIBE002,Bundle-Ether40000.111,BULACAN STATE UNIVERSITY_PID1-1B3QTH2_I-GATE PREMIUM_50M
SPC00E67CIBE002,Bundle-Ether40000.130,PID1-15PKUZV_SMART COMMUNICATIONS INC._I-GATE BOD_100M
SPC00E67CIBE002,Bundle-Ether40000.159,PID1-16MXEV5_PHILIPPINE AIR FORCE_I-GATE DIRECT_30M
SPC00E67CIBE002,Bundle-Ether40000.173,PID1-173UPOR_NALCO PHILIPPINES INC._I-GATE_2M
SPC00E67CIBE002,Bundle-Ether40000.174,PID1-11WBPZG_SMART COMMUNICATIONS INC._I-GATE BOD_100M
SPC00E67CIBE002,Bundle-Ether40000.200,SMART COMMUNICATIONS INC._PID1-YDH9M3_I-GATE BOD_100M
SPC00E67CIBE002,Bundle-Ether40000.228,EWIC PHILIPPINES INC._PID1-17NC6J6_I-GATE_20M
SPC00E67CIBE002,Bundle-Ether40000.230,DEPT OF AGRI-OFFICE OF THE SECRETARY_PID1-17NHC5K_I-GATE_20M
SPC00E67CIBE002,Bundle-Ether40000.240,"WUHAN FIBERHOME INTERNATIONAL TECHNOLOGIES PHILS., INC._PID1-17UX3O2_I-GATE_20M"
SPC00E67CIBE002,Bundle-Ether40000.242,PID1-1920URH_PRODUCERS SAVINGS BANK CORPORATION__10M
SPC00E67CIBE002,Bundle-Ether40000.244,SMART COMMUNICATIONS INC._PID1-12QMIIM_I-GATE BOD_100M
SPC00E67CIBE002,Bundle-Ether40000.270,SMART COMMUNICATIONS INC._PID1-YHECVV_I-GATE BOD_200M
SPC00E67CIBE002,Bundle-Ether40000.274,SMART COMMUNICATIONS INC._PID1-19IY3MV_I-GATE BOD_200M
SPC00E67CIBE002,Bundle-Ether40000.301,"SAVANT TECHNOLOGIES, INC_PID1-193C2PT_IGATE_20M"
SPC00E67CIBE002,Bundle-Ether40000.311,SMART COMMUNICATIONS INC._PID1-19JW89Y_I-GATE BOD_2M
SPC00E67CIBE002,Bundle-Ether40000.316,SGS PHILIPPINES INC._PID1-18BAOJV_SPI80-052019-68053_16M
SPC00E67CIBE002,Bundle-Ether40000.317,"LINTEC PHILIPPINES (PEZA), INC._PID1-17K80RC_I-GATE_10M"
SPC00E67CIBE002,Bundle-Ether40000.325,PID1-16XONTQ_PHILIPPINE GLOBAL COMMUNICATIONS INC._I-GATE PREMIUM_50M
SPC00E67CIBE002,Bundle-Ether40000.352,VIENOVO PHILIPPINES INC._PID1-17PYSJ1_I-GATE_10M
SPC00E67CIBE002,Bundle-Ether40000.360,PLDT-BRAND EQUITY MANAGEMENT_PID1-17M83GS_I-GATE_1000M
SPC00E67CIBE002,Bundle-Ether40000.365,PID1-19NGYXI_PHILIPPINE GLOBAL COMMUNICATIONS INC._I-GATE PREMIUM_20M
SPC00E67CIBE002,Bundle-Ether40000.403,PIDNONQID_PHILIPPINE STATISTICS AUTHORITY_I-GATE DIRECT_40M
SPC00E67CIBE002,Bundle-Ether40000.408,SMART COMMUNICATIONS INC._PID1-12QMICM_I-GATE BOD_100M
SPC00E67CIBE002,Bundle-Ether40000.438,SMART COMMUNICATIONS INC._PID1-1229JRX_I-GATE BOD_100M
SPC00E67CIBE002,Bundle-Ether40000.448,PID1-17L31S2_1-17L31S2_I-GATE PREMIUM_1000M
SPC00E67CIBE002,Bundle-Ether40000.518,SMART COMMUNICATIONS INC._PID1-17M0ENL_I-GATE BOD_50M
SPC00E67CIBE002,Bundle-Ether40000.529,SMART COMMUNICATIONS INC._PID1-15PRXWH_I-GATE BOD_100M
SPC00E67CIBE002,Bundle-Ether40000.534,SMART COMMUNICATIONS INC._PID1-1651JSI_I-GATE BOD_100M
SPC00E67CIBE002,Bundle-Ether40000.552,SMART COMMUNICATIONS INC._PID1-182BTAC_I-GATE BOD_100M
SPC00E67CIBE002,Bundle-Ether40000.561,PID1-18CQUXC_PHILIPPINE GLOBAL COMMUNICATIONS INC.__100M
SPC00E67CIBE002,Bundle-Ether40000.565,"PID1-1986N4N_SOUTHBEND MANAGEMENT SERVICES, INC._I-GATE DIRECT_20M"
SPC00E67CIBE002,Bundle-Ether40000.752,SMART COMMUNICATIONS INC._PID1-182ADGG_I-GATE BOD_100M
SPC00E67CIBE002,Bundle-Ether40000.771,DEPARTMENT OF TRADE AND INDUSTRY-BULACAN_PID1-1BZ3M5C_SID DTI-B03-102019-82250_IGATE PREMIUM_6M
SPC00E67CIBE002,Bundle-Ether40000.784,PID1-12OQ8OW_SMART COMMUNICATIONS INC._I-GATE BOD_300M
SPC00E67CIBE002,Bundle-Ether40000.1005,DEPARTMENT OF INFORMATION AND COMMUNICATIONS TECHNOLOGY - LAGUNA_PID1-1A8K3CO_IGATE DIRECT_10M
SPC00E67CIBE002,Bundle-Ether40000.1201,"PID1-17GW41B_FAST RETAILING PHILIPPINES, INC._I-GATE PREMIUM_2M"
SPC00E67CIBE002,Bundle-Ether40000.1204,CAVITEX INFRASTRUCTURE CORP._PID1-1C2Y3OZ_I-GATE PREMIUM_10M
SPC00E67CIBE002,Bundle-Ether40000.1206,PHILIPPINE ALLIED ENTERPRISES CORP._PID1-1C9FLAU/PAEC02-012021-66372_I-GATE PREMIUM_30M
SPC00E67CIBE002,Bundle-Ether40000.1247,PID1-14TKT4Z_TRUE MONEY PHILIPPINES INC._I-GATE_20M
SPC00E67CIBE002,Bundle-Ether40000.1260,PID1-15HA275_SMART COMMUNICATIONS INC._IGATE DEMARC_300M
SPC00E67CIBE002,Bundle-Ether40000.1313,"PID1-1C299RK_SI142-012021-57625_PAYMAYA PHILIPPINES, INC._I-GATE BOD_200M"
SPC00E67CIBE002,Bundle-Ether40000.1318,PID1-113U8PX_BUREAU OF JAIL MANAGEMENT AND PENOLOGY_I-GATE-FTTH_5M
SPC00E67CIBE002,Bundle-Ether40000.1402,PID1-1C7DMMI_SID MPPDM01-092019-64585_MAXI PEAK PROPERTY DEVELOPMENT AND MANAGEMENT CORPORATION_I-GATE PREMIUM_150M
SPC00E67CIBE002,Bundle-Ether40000.1412,L AND E OUTSOURCING COMMUNICATION TELESERVICES_PID1-1CF5BPZ_SID LEOCT01-022021-08174_I-GATE PREMIUM_300M
SPC00E67CIBE002,Bundle-Ether40000.1500,INTER ASIA DEVELOPMENT BANK_PID1-1B9WMTW_I-GATE PREMIUM_4M
SPC00E67CIBE002,Bundle-Ether40000.1700,DEPARTMENT OF INFORMATION AND COMMUNICATIONS TECHNOLOGY-BULACAN_PID1-1ADBZYF_I-GATE DIRECT_10M
SPC00E67CIBE002,Bundle-Ether40000.1904,DEPARTMENT OF INFORMATION AND COMMUNICATIONS TECHNOLOGY-BULACAN_PID1-1ADBZI9_I-GATE DIRECT_10M
SPC00E67CIBE002,Bundle-Ether40000.2002,"CITY GOVERNMENT OF MALOLOS, BULACAN_PID1-1AVNBY2_I-GATE BOD_100M"
SPC00E67CIBE002,Bundle-Ether40000.2003,DEPARTMENT OF INFORMATION AND COMMUNICATIONS TECHNOLOGY-BULACAN_PID1-1AG4AUY_IGATE DIRECT_10M
SPC00E67CIBE002,Bundle-Ether40000.2100,DEPARTMENT OF INFORMATION AND COMMUNICATIONS TECHNOLOGY-BULACAN_PID1-1AG3Q1Y__SID_DICT24-102020-60158I-GATE DIRECT_10M
SPC00E67CIBE002,Bundle-Ether40000.2101,BROADBAND2GO COMMUNICATIONS INC._PID1-1B92N2E_I-GATE PREMIUM_20M
SPC00E67CIBE002,Bundle-Ether40000.2112,"VESSELSVALUE PH, INC_SID_VPI622-102020-60961_I-GATE PREMIUM_50M"
SPC00E67CIBE002,Bundle-Ether40000.2116,PID1-113VFQK_BUREAU OF JAIL MANAGEMENT AND PENOLOGY_IGATE FTTH_5M
SPC00E67CIBE002,Bundle-Ether40000.2117,PID1-113VFWQ_BUREAU OF JAIL MANAGEMENT AND PENOLOGY_IGATE FTTH_7M
SPC00E67CIBE002,Bundle-Ether40000.2130,PID1-11ASVHD_SMART COMMUNICATIONS INC._IGATE BOD_100M
SPC00E67CIBE002,Bundle-Ether40000.2148,SMART COMMUNICATIONS INC._PID1-11U0AUZ_I-GATE BOD_100M
SPC00E67CIBE002,Bundle-Ether40000.2206,BULACAN STATE UNIVERSITY_PID1-1B3QNZH_I-GATE PREMIUM_50M
SPC00E67CIBE002,Bundle-Ether40000.2419,SMART COMMUNICATIONS INC._PID1-1AAFA3H_SID SC08-032020-87725_I-GATE BOD_30M
SPC00E67CIBE002,Bundle-Ether40000.2664,PID1-11UZ42W_SMART COMMUNICATIONS INC._I-GATE BOD_100M
SROPXSROCICU001,Bundle-Ether10001.312,PID1-18ZSKI1_MAXI PEAK PROPERTY DEVELOPMENT AND MANAGEMENT CORPORATION_ISDN-PRI E1
SROPXSROCICU001,Bundle-Ether10001.1024,IPR30903_FTTH_VoIP_Prod_SROFEOL002_FTTH_RTP
SROPXSROCICU001,Bundle-Ether10001.1025,IPR30076_IPTV_SROFEOL002_IPTV_DHCP
SROPXSROCICU001,Bundle-Ether10001.1030,SROFEOL002 FTTH DHCP
SROPXSROCICU001,Bundle-Ether10001.1035,SROFEOL002 Prepaid FTTH DHCP
SROPXSROCICU001,Bundle-Ether10001.1039,SROFEOL002 FTTH DHCP Public IP
SROPXSROCICU001,Bundle-Ether10001.1050,SROFEOL002 FTTH PPPoE
SROPXSROCICU001,Bundle-Ether10001.1059,SROFEOL002 FTTH DHCP Volume Based
SROPXSROCICU001,Bundle-Ether10001.1101,PID1-11WBPZG_SMART COMMUNICATIONS INC._I-GATE BOD_100M
SROPXSROCICU001,Bundle-Ether10001.1102,PID1-12QMI5U_SMART COMMUNICATIONS INC._I-GATE BOD_100M
SROPXSROCICU001,Bundle-Ether10001.1108,AVENTUS MEDICAL CARE INC._PID1-18B3X03_I-GATE_10M
SROPXSROCICU001,Bundle-Ether10001.1113,PID1-1C7DMMI_SID MPPDM01-092019-64585_MAXI PEAK PROPERTY DEVELOPMENT AND MANAGEMENT CORPORATION_I-GATE PREMIUM_150M
SROPXSROCICU001,Bundle-Ether10001.1114,"SAVANT TECHNOLOGIES, INC_PID1-193C2PT_IGATE_20M"
SROPXSROCICU001,Bundle-Ether10001.1115,SMART COMMUNICATIONS INC._PID1-11HPHPU_I-GATE BOD_100M
SROPXSROCICU001,Bundle-Ether10001.1137,DEPARTMENT OF INFORMATION AND COMMUNICATIONS TECHNOLOGY-LAGUNA_PID1-1A5BM1M_I-GATE DIRECT_10M
SROPXSROCICU001,Bundle-Ether10002.1024,IPR30903_FTTH_VoIP_Prod_SROFEOL003_FTTH_RTP
SROPXSROCICU001,Bundle-Ether10002.1025,IPR30076_IPTV_SROFEOL003_IPTV_DHCP
SROPXSROCICU001,Bundle-Ether10002.1030,SROFEOL003 FTTH DHCP
SROPXSROCICU001,Bundle-Ether10002.1035,SROFEOL003 Prepaid FTTH DHCP
SROPXSROCICU001,Bundle-Ether10002.1039,SROFEOL003 FTTH DHCP Public IP
SROPXSROCICU001,Bundle-Ether10002.1050,SROFEOL003 FTTH PPPoE
SROPXSROCICU001,Bundle-Ether10002.1059,SROFEOL003 FTTH DHCP Volume Based
KAWS0016CIBE001,Bundle-Ether1001.116,PID1-17NWSTK_HKT GLOBAL SINGAPORE PTE. LTD._MET-E_300M
KAWS0016CIBE001,Bundle-Ether30003.950,RSCFEOL001_FNAT
KAWS0016CIBE001,Bundle-Ether30003.951,RSCFEOL002_FNAT
KAWS0016CIBE001,Bundle-Ether30003.952,BNKFEOL003_FNAT
KAWS0016CIBE001,Bundle-Ether30003.1201,RSCFEOL001_CONS
KAWS0016CIBE001,Bundle-Ether30003.1202,RSCFEOL002_CONS
KAWS0016CIBE001,Bundle-Ether30003.1203,BNKFEOL003_CONS
MTP00H22CIBE002,Bundle-Ether30001.1201,ALAFEOL002 via ALAHUBS003 TEST
MTP00H22CIBE002,Bundle-Ether30001.1202,ALAFEOL001 FTTH DHCP_1
MTP00H22CIBE002,Bundle-Ether30002.951,ALAHUOL002_FNAT
MTP00H22CIBE002,Bundle-Ether30002.952,ALAFEOL002 FTTH DHCP Public IP
MTP00H22CIBE002,Bundle-Ether30002.953,MTP00H22CICU001 FTTH DHCP Public IP
MTP00H22CIBE002,Bundle-Ether30002.1202,ALAHUOL002_CONS
MTP00H22CIBE002,Bundle-Ether30002.1203,ALAFEOL002 FTTH DHCP
MTP00H22CIBE002,Bundle-Ether30002.1204,ALAFEOL002 via ALAHUBS004 TEST
MTP00H22CIBE002,Bundle-Ether30002.1205,ALAHUOL001 FTTH DHCP
MTP00H22CIBE002,Bundle-Ether30002.1206,ALAFEOL001 FTTH DHCP_2
MCT03903CICU001,Bundle-Ether1002.101,PID1-17L31S2_1-17L31S2_I-GATE PREMIUM_1000M
MCT03903CICU001,Bundle-Ether10001.1025,DAUHUOL001 IPTV DHCP
MCT03903CICU001,Bundle-Ether10001.1039,MCT03903CICU001 FTTH FNAT
MCT03903CICU001,Bundle-Ether10001.1102,SMART COMMUNICATIONS INC._PID1-17M0ENL_I-GATE BOD_50M
MCT03903CICU001,Bundle-Ether10001.2024,DAUHUOL001 FTTH RTP
MCT03903CICU001,Bundle-Ether10001.2030,DAUHUOL001 FTTH DHCP
MCT03903CICU001,Bundle-Ether10001.2035,MCT03903CICU001 Prepaid FTTH DHCP
MCT03903CICU001,Bundle-Ether10001.2050,DAUHUOL001 FTTH PPPoE
MCT03903CICU001,Bundle-Ether10001.2059,MCT03903CICU001 FTTH Volume
MCT03903CICU001,Bundle-Ether10001.2111,L AND E OUTSOURCING COMMUNICATION TELESERVICES_PID1-1CF5BPZ_SID LEOCT01-022021-08174_I-GATE PREMIUM_300M
SFUN3814CIBE001,Bundle-Ether30002.950,TUG00N31CICU001_OLT_FNAT
SFUN3814CIBE001,Bundle-Ether30002.951,SFU05156CICU001 FTTH DHCP Public IP
SFUN3814CIBE001,Bundle-Ether30002.952,LAGN0000CICU001_FTTH_DHCP_Public_IP
SFUN3814CIBE001,Bundle-Ether30002.1201,TUG00N31CICU001_AMUHUOL001_CONS
SFUN3814CIBE001,Bundle-Ether30002.1202,TUG00N31CICU001_TUGHUOL001_CONS
SFUN3814CIBE001,Bundle-Ether30002.1203,TUG00N31CICU001_TUGHUOL002_CONS
SFUN3814CIBE001,Bundle-Ether30002.1204,TUG00N31CICU001_IGGHUOL001_CONS
SFUN3814CIBE001,Bundle-Ether30002.1205,CBBHUOL001 FTTH DHCP
SFUN3814CIBE001,Bundle-Ether30002.1206,SFUHUOL002 FTTH DHCP
SFUN3814CIBE001,Bundle-Ether30002.1207,LAGN0000CICU001_PSQHUOL002_FTTH_DHCP
SFUN3814CIBE001,Bundle-Ether30002.1208,LAGN0000CICU001_VINFEOL001_FTTH_DHCP
LBSS0059CICU001,Bundle-Ether10001.1020,LBSFEOL001_FTTH_RTP_1020
LBSS0059CICU001,Bundle-Ether10001.1024,LBSFEOL001_FTTH_RTP_1024
LBSS0059CICU001,Bundle-Ether10001.1025,LBSFEOL001 IPTV DHCP
LBSS0059CICU001,Bundle-Ether10001.1030,IPB10366_LBSOL1_CONS_LBSFEOL001_CONS_RID156033
LBSS0059CICU001,Bundle-Ether10001.1035,IPB13181_LBS1PFCONS_LBSFEOL001_PFCONS_RID156033
LBSS0059CICU001,Bundle-Ether10001.1039,IPB13180_LBS1FNAT_LBSFEOL001_FNAT_RID156033
LBSS0059CICU001,Bundle-Ether10001.1050,IPB10367_LBSOL1_CORP_LBSFEOL001_CORP_RID156033
LBSS0059CICU001,Bundle-Ether10001.1059,IPB13179_LBS1VOLM_LBSFEOL001_VOLM_RID156033
LBSS0059CICU001,Bundle-Ether10001.1108,PID1-11J0W4J_SMART COMMUNICATIONS INC._I-GATE BOD_200M
LBSS0059CICU001,Bundle-Ether10001.1109,BUREAU OF FISHERIES AND AQUATIC RESOURCES-REGION 4A_PID1-15M3FEK_I-GATE_20M
LBSS0059CICU001,Bundle-Ether10001.1113,SMART COMMUNICATIONS INC._PID1-17MVLWI_I-GATE BOD_50M
LBSS0059CICU001,Bundle-Ether10001.1121,SMART COMMUNICATIONS INC._PID1-19KSB2O_I-GATE BOD_100M
LBSS0059CICU001,Bundle-Ether10001.1127,BURGEON ENTERPRISES_PID104649769_I-GATE PREMIUM_20M
LBSS0059CICU001,Bundle-Ether10001.1129,DPP RETAIL INC_PID1-1COTC34_IGATE_6M
LBSS0059CICU001,Bundle-Ether10002.1024,LBSFEOL002_FTTH_RTP_1024
LBSS0059CICU001,Bundle-Ether10002.1025,LBSFEOL002 IPTV DHCP
LBSS0059CICU001,Bundle-Ether10002.1030,IPB12256_LBSOL2_CONS_LBSFEOL002_CONS_RID156033
LBSS0059CICU001,Bundle-Ether10002.1035,IPB13181_LBS1PFCONS_LBSFEOL002_PFCONS_RID156033
LBSS0059CICU001,Bundle-Ether10002.1039,IPB13180_LBS1FNAT_LBSFEOL002_FNAT_RID156033
LBSS0059CICU001,Bundle-Ether10002.1050,IPB12257_LBSOL2_CORP_LBSFEOL002_CORP_RID156033
LBSS0059CICU001,Bundle-Ether10002.1059,IPB13179_LBS1VOLM_LBSFEOL002_VOLM_RID156033
BCN00550CICU001,Bundle-Ether10001.1025,BCNHUOL001 IPTV DHCP
BCN00550CICU001,Bundle-Ether10001.1039,BCNHUOL001 FTTH DHCP Public IP
BCN00550CICU001,Bundle-Ether10001.1101,SMART COMMUNICATIONS INC._PID1-15PRXWH_I-GATE BOD_100M
